ticket_id,customer_id,issue_category,resolution_time,customer_satisfaction,ticket_text
2042,1449,network,7.91,3,Laptop overheating and shutting down.
2043,1310,software,3.82,4,Frequent disconnections from corporate network.
2044,1738,network,8.32,2,Unable to connect to WiFi network.
2045,1169,software,3.06,5,Unable to connect to WiFi network.
2046,1545,software,4.87,4,Blue screen error on startup.
2047,1413,software,5.48,5,Printer not responding to print commands.
2048,1250,hardware,10.59,1,Application crashing during use.
2049,1758,hardware,13.91,1,Printer not responding to print commands.
2050,1780,hardware,17.79,1,Printer not responding to print commands.
2051,1140,software,6.01,4,Unable to connect to WiFi network.
2052,1273,software,6.77,3,Application crashing during use.
2053,1415,software,8.82,2,Blue screen error on startup.
2054,1607,hardware,6.98,4,VPN connection dropping intermittently.
2055,1738,software,5.2,4,Laptop overheating and shutting down.
2056,1890,hardware,8.57,2,Unable to connect to WiFi network.
2057,1038,hardware,12.53,1,Software installation fails with error code.
2058,1813,software,5.41,4,Laptop overheating and shutting down.
2059,1028,network,6.36,3,VPN connection dropping intermittently.
2060,1957,network,8.02,2,Frequent disconnections from corporate network.
2061,1476,hardware,13.14,1,Printer not responding to print commands.
2062,1317,network,5.39,4,Need assistance updating antivirus software.
2063,1244,hardware,7.61,4,Blue screen error on startup.
2064,1747,software,3.58,5,Printer not responding to print commands.
2065,1696,software,5.49,3,Frequent disconnections from corporate network.
2066,1271,hardware,13.72,3,VPN connection dropping intermittently.
2067,1439,software,1.99,5,Software installation fails with error code.
2068,1747,software,5.14,4,Blue screen error on startup.
2069,1238,software,3.61,5,Blue screen error on startup.
2070,1376,software,6.51,4,VPN connection dropping intermittently.
2071,1265,software,4.64,4,Laptop overheating and shutting down.
2072,1925,network,8.26,2,Keyboard keys not working properly.
2073,1920,hardware,10,1,Printer not responding to print commands.
2074,1358,hardware,13.37,1,Laptop overheating and shutting down.
2075,1339,software,8.07,4,Unable to connect to WiFi network.
2076,1388,software,3.3,5,VPN connection dropping intermittently.
2077,1576,software,3.57,5,Unable to connect to WiFi network.
2078,1989,software,5.48,3,Software installation fails with error code.
2079,1688,hardware,7.55,2,Laptop overheating and shutting down.
2080,1002,network,9.87,1,Need assistance updating antivirus software.
2081,1428,network,10.19,1,Keyboard keys not working properly.
2082,1141,software,4.18,4,VPN connection dropping intermittently.
2083,1375,software,3.85,5,VPN connection dropping intermittently.
2084,1669,software,4.59,3,Keyboard keys not working properly.
2085,1323,software,5.16,3,Blue screen error on startup.
2086,1145,software,5.47,4,Frequent disconnections from corporate network.
2087,1957,software,1.62,4,Software installation fails with error code.
2088,1292,network,6.07,5,Laptop overheating and shutting down.
2089,1664,software,4.39,3,VPN connection dropping intermittently.
2090,1431,network,6.41,3,VPN connection dropping intermittently.
2091,1704,network,2.27,4,Keyboard keys not working properly.
2092,1948,software,2.17,4,Need assistance updating antivirus software.
2093,1974,network,5.39,4,Keyboard keys not working properly.
2094,1584,network,7.77,2,Keyboard keys not working properly.
2095,1398,network,7.13,3,Printer not responding to print commands.
2096,1816,hardware,8.11,3,Laptop overheating and shutting down.
2097,1888,hardware,12.39,1,Blue screen error on startup.
2098,1343,software,6.19,3,Keyboard keys not working properly.
2099,1963,hardware,10.45,2,Need assistance updating antivirus software.
2100,1139,software,5.18,4,Blue screen error on startup.
2101,1186,software,3.72,5,Application crashing during use.
2102,1804,network,6.53,3,Laptop overheating and shutting down.
2103,1060,software,2.44,4,VPN connection dropping intermittently.
2104,1996,software,4.62,3,Application crashing during use.
2105,1938,software,6.18,4,Blue screen error on startup.
2106,1379,software,7.03,3,Blue screen error on startup.
2107,1709,software,4.63,5,Laptop overheating and shutting down.
2108,1806,software,5.74,4,Frequent disconnections from corporate network.
2109,1439,hardware,1.43,4,Printer not responding to print commands.
2110,1318,software,4.35,4,VPN connection dropping intermittently.
2111,1301,software,4.32,5,Application crashing during use.
2112,1343,software,7.24,2,Keyboard keys not working properly.
2113,1010,software,5.59,4,Software installation fails with error code.
2114,1061,software,5.74,5,Frequent disconnections from corporate network.
2115,1844,network,8.88,3,VPN connection dropping intermittently.
2116,1225,software,5.07,4,Software installation fails with error code.
2117,1152,network,11.06,1,Printer not responding to print commands.
2118,1710,software,1.54,5,Software installation fails with error code.
2119,1563,software,5.22,3,Keyboard keys not working properly.
2120,1771,software,6.69,4,Software installation fails with error code.
2121,1570,network,4.22,3,Frequent disconnections from corporate network.
2122,1583,software,6.26,5,Unable to connect to WiFi network.
2123,1659,network,6.48,,Frequent disconnections from corporate network.
2124,1860,hardware,10.33,2,Keyboard keys not working properly.
2125,1574,hardware,7.66,2,Application crashing during use.
2126,1309,hardware,12.88,1,Unable to connect to WiFi network.
2127,1884,software,4.57,4,Printer not responding to print commands.
2128,1242,software,6.27,4,Frequent disconnections from corporate network.
2129,1492,network,8.87,3,Unable to connect to WiFi network.
2130,1365,software,3.81,5,Blue screen error on startup.
2131,1329,software,5.75,4,Frequent disconnections from corporate network.
2132,1106,software,4,4,Unable to connect to WiFi network.
2133,1225,hardware,10.19,1,Laptop overheating and shutting down.
2134,1824,network,7.39,,Application crashing during use.
2135,1217,hardware,12.7,2,VPN connection dropping intermittently.
2136,1936,software,5.81,3,Software installation fails with error code.
2137,1752,software,4.95,3,Unable to connect to WiFi network.
2138,1505,network,6.63,4,VPN connection dropping intermittently.
2139,1258,network,5.46,3,Frequent disconnections from corporate network.
2140,1887,software,5.2,4,VPN connection dropping intermittently.
2141,1773,software,4.05,4,Blue screen error on startup.
2142,1516,network,4.24,5,Need assistance updating antivirus software.
2143,1772,software,3,5,Need assistance updating antivirus software.
2144,1053,hardware,14.88,1,Application crashing during use.
2145,1046,hardware,8.02,2,Unable to connect to WiFi network.
2146,1726,hardware,13.25,3,Blue screen error on startup.
2147,1688,software,4.47,3,Software installation fails with error code.
2148,1520,software,6.86,4,Printer not responding to print commands.
2149,1098,software,6.75,,Keyboard keys not working properly.
2150,1019,software,3.76,5,Application crashing during use.
2151,1889,network,4.02,3,Keyboard keys not working properly.
2152,1752,network,4.19,4,Need assistance updating antivirus software.
2153,1572,software,3.79,5,Laptop overheating and shutting down.
2154,1890,network,11.78,1,Printer not responding to print commands.
2155,1489,software,4.38,5,Printer not responding to print commands.
2156,1418,network,8.29,3,Keyboard keys not working properly.
2157,1689,network,10.61,3,Laptop overheating and shutting down.
2158,1849,software,5.17,3,Frequent disconnections from corporate network.
2159,1061,software,5.11,3,VPN connection dropping intermittently.
2160,1144,software,5.93,5,Application crashing during use.
2161,1215,network,8.58,4,Blue screen error on startup.
2162,1002,network,7.8,3,Printer not responding to print commands.
2163,1159,software,3.92,5,Keyboard keys not working properly.
2164,1738,software,5.12,5,VPN connection dropping intermittently.
2165,1997,software,6.64,3,Need assistance updating antivirus software.
2166,1780,software,7.67,3,Blue screen error on startup.
2167,1119,hardware,10.88,3,Keyboard keys not working properly.
2168,1892,software,6.13,3,Application crashing during use.
2169,1088,software,5.4,3,Software installation fails with error code.
2170,1328,software,4.87,4,Printer not responding to print commands.
2171,1579,software,5.77,3,Need assistance updating antivirus software.
2172,1909,software,6.78,3,Application crashing during use.
2173,1356,software,3.67,,Unable to connect to WiFi network.
2174,1609,software,2.82,5,Need assistance updating antivirus software.
2175,1266,network,6.93,5,Blue screen error on startup.
2176,1616,network,8.42,4,Unable to connect to WiFi network.
2177,1951,software,6.3,3,Need assistance updating antivirus software.
2178,1322,hardware,7.03,2,Keyboard keys not working properly.
2179,1634,network,3.02,5,Software installation fails with error code.
2180,1987,hardware,8.47,2,VPN connection dropping intermittently.
2181,1540,software,4.71,4,Software installation fails with error code.
2182,1648,hardware,6.51,4,Software installation fails with error code.
2183,1194,hardware,7.73,3,Keyboard keys not working properly.
2184,1920,software,6.3,3,Laptop overheating and shutting down.
2185,1737,network,8.16,2,Need assistance updating antivirus software.
2186,1331,network,8.69,3,VPN connection dropping intermittently.
2187,1169,network,7.29,3,Frequent disconnections from corporate network.
2188,1520,software,3.87,4,Keyboard keys not working properly.
2189,1462,network,7.27,3,Laptop overheating and shutting down.
2190,1039,software,5.75,3,Keyboard keys not working properly.
2191,1536,software,2.76,5,Laptop overheating and shutting down.
2192,1260,hardware,14.95,2,Software installation fails with error code.
2193,1394,network,9.15,1,Printer not responding to print commands.
2194,1954,network,6.93,4,Printer not responding to print commands.
2195,1225,network,9.63,1,Unable to connect to WiFi network.
2196,1983,hardware,13.67,1,Frequent disconnections from corporate network.
2197,1123,software,4.5,3,VPN connection dropping intermittently.
2198,1974,network,7.57,4,Laptop overheating and shutting down.
2199,1037,network,10.99,2,Need assistance updating antivirus software.
2200,1327,network,12.24,3,Software installation fails with error code.
2201,1250,network,8.06,3,Blue screen error on startup.
2202,1900,hardware,6.53,4,Need assistance updating antivirus software.
2203,1175,software,4.29,3,Need assistance updating antivirus software.
2204,1601,software,6.55,3,Laptop overheating and shutting down.
2205,1913,hardware,6.91,3,VPN connection dropping intermittently.
2206,1453,network,7.58,2,Software installation fails with error code.
2207,1036,software,5.44,4,Software installation fails with error code.
2208,1315,hardware,7.23,2,VPN connection dropping intermittently.
2209,1687,software,6.64,3,Printer not responding to print commands.
2210,1972,software,6.04,3,Application crashing during use.
